attorney,take,facebook,google,other,referal,website,surgery,sex,days_passed
JoAnee Galloway,1,0,0,0,0,0,1,female,566
Perry Mason,0,0,0,0,0,1,1,female,298
Patty Hewes,1,0,0,0,1,0,0,male,164
Atticus Finch,0,0,0,0,1,0,1,male,1410
Rachel Zane,0,0,0,1,0,0,0,male,957
Daniel Kafee,0,0,0,0,1,0,1,female,1679
Ally McBeal,0,0,0,0,0,0,0,female,371
Ally McBeal,0,0,0,0,0,0,0,female,1072
JoAnee Galloway,1,0,0,1,0,0,0,female,111
Perry Mason,0,0,0,0,0,1,1,female,819
Daniel Kafee,0,0,0,0,0,1,1,female,231
Patty Hewes,1,0,0,0,0,0,1,female,617
Ally McBeal,0,1,0,0,0,0,1,female,1427
JoAnee Galloway,0,0,0,0,0,1,1,male,808
JoAnee Galloway,0,0,0,0,0,0,0,male,168
Ally McBeal,1,0,0,0,0,1,1,female,356
Rusty Sabich,0,0,0,0,0,0,1,female,1380
Atticus Finch,0,0,0,0,1,0,1,male,762
JoAnee Galloway,0,0,0,0,0,1,1,female,1339
JoAnee Galloway,0,0,0,0,1,0,1,male,704
Atticus Finch,0,0,0,0,0,1,1,male,1644
Ally McBeal,1,0,0,1,0,0,1,female,214
Rachel Zane,0,0,1,0,0,0,0,female,1117
Rusty Sabich,0,0,0,0,0,0,0,male,459
Ally McBeal,0,1,0,0,0,0,0,female,1215
Atticus Finch,1,0,0,1,0,0,1,female,495
Rachel Zane,0,1,0,0,0,0,1,female,367
Rusty Sabich,0,1,0,0,0,0,0,female,1660
Atticus Finch,0,0,0,0,0,0,0,female,592
Atticus Finch,0,0,0,0,0,0,0,female,378
Rachel Zane,0,0,0,0,0,0,1,male,243
JoAnee Galloway,1,0,0,1,0,0,1,male,476
Patty Hewes,0,0,1,0,0,0,1,male,862
Rachel Zane,0,0,0,0,0,1,1,male,1150
Atticus Finch,1,0,0,0,1,0,1,female,295
JoAnee Galloway,1,0,0,0,0,1,1,female,49
Ally McBeal,0,0,0,0,0,0,0,female,808
Ally McBeal,1,0,0,0,1,0,0,male,686
Patty Hewes,0,0,0,0,0,1,1,female,2553
Ally McBeal,1,0,0,0,1,0,1,female,611
JoAnee Galloway,1,0,0,0,0,1,1,female,84
Rusty Sabich,0,0,1,0,0,0,0,male,2188
JoAnee Galloway,0,0,0,0,1,0,1,male,1249
Patty Hewes,1,0,0,0,0,1,1,female,517
Daniel Kafee,0,0,0,0,0,0,0,male,410
Rusty Sabich,0,0,0,1,0,0,1,male,865
Atticus Finch,0,1,0,0,0,0,0,male,331
Atticus Finch,1,0,0,1,0,0,0,female,83
JoAnee Galloway,0,0,0,0,1,0,1,male,948
Patty Hewes,0,1,0,0,0,0,0,female,949
Rusty Sabich,1,0,1,0,0,0,0,female,427
Ally McBeal,0,0,0,0,0,1,1,male,1879
,0,0,0,0,1,0,1,male,780
Daniel Kafee,0,0,1,0,0,0,0,male,998
Rachel Zane,0,0,0,1,0,0,0,female,1467
Ally McBeal,0,0,0,0,0,1,1,male,186
Rachel Zane,1,0,0,0,0,1,1,male,205
Ally McBeal,1,0,1,0,0,0,1,male,150
Rachel Zane,0,0,1,0,0,0,0,male,1205
Atticus Finch,1,1,0,0,0,0,1,male,575
Atticus Finch,1,0,0,0,0,0,1,male,59
Perry Mason,0,1,0,0,0,0,1,male,2894
Rachel Zane,0,0,0,0,0,1,1,male,2641
Atticus Finch,0,0,0,0,0,0,0,male,882
JoAnee Galloway,0,0,0,1,0,0,0,male,1383
Atticus Finch,1,0,0,1,0,0,0,male,85
Patty Hewes,0,0,1,0,0,0,1,female,896
Rusty Sabich,0,0,0,0,0,0,0,male,1984
Atticus Finch,0,0,0,0,0,1,1,female,1211
Atticus Finch,0,0,0,0,0,0,1,male,1389
,0,0,0,0,0,1,0,female,1218
Perry Mason,1,0,0,0,0,1,1,female,464
,0,0,0,0,0,1,0,female,182
Atticus Finch,1,0,0,1,0,0,1,male,350
Daniel Kafee,0,0,0,0,0,0,1,female,651
Perry Mason,1,1,0,0,0,0,0,male,452
JoAnee Galloway,0,0,1,0,0,0,0,female,235
Atticus Finch,0,0,0,0,0,0,1,female,1444
Atticus Finch,0,0,1,0,0,0,0,female,136
Atticus Finch,1,0,0,0,1,0,1,female,674
Rusty Sabich,0,0,0,0,0,0,1,female,312
Rusty Sabich,0,0,1,0,0,0,1,male,807
,0,0,0,0,0,1,1,male,717
Ally McBeal,0,0,0,0,0,1,0,male,582
Rusty Sabich,1,0,1,0,0,0,1,male,636
JoAnee Galloway,0,0,0,0,0,1,0,female,172
JoAnee Galloway,1,1,0,0,0,0,0,male,34
Rachel Zane,0,0,0,1,0,0,1,male,34
Ally McBeal,0,0,0,1,0,0,1,female,340
Daniel Kafee,0,0,0,0,1,0,0,female,1937
Rusty Sabich,0,0,0,1,0,0,0,male,1499
Rachel Zane,0,0,0,0,0,0,0,female,369
,0,0,0,1,0,0,0,male,167
Rusty Sabich,1,1,0,0,0,0,0,male,604
Ally McBeal,0,0,0,0,0,1,1,female,758
Ally McBeal,0,0,1,0,0,0,0,male,184
Patty Hewes,0,0,0,1,0,0,1,female,2167
Ally McBeal,0,0,0,0,0,0,1,female,1061
Perry Mason,0,0,0,0,1,0,1,male,435
Perry Mason,0,0,1,0,0,0,0,male,1498
JoAnee Galloway,1,0,0,0,1,0,0,female,14
JoAnee Galloway,0,1,0,0,0,0,0,female,745
,0,0,0,0,0,0,0,male,453
Rachel Zane,0,0,1,0,0,0,0,female,501
Perry Mason,0,0,0,1,0,0,0,male,663
Atticus Finch,0,1,0,0,0,0,0,male,1178
Daniel Kafee,0,0,0,0,0,0,1,male,743
Perry Mason,1,1,0,0,0,0,1,female,493
Ally McBeal,1,0,0,0,0,0,1,male,40
Atticus Finch,0,0,0,0,0,1,1,female,711
Rusty Sabich,1,0,0,0,0,0,0,female,22
JoAnee Galloway,0,0,1,0,0,0,0,female,682
Atticus Finch,0,1,0,0,0,0,1,female,1262
JoAnee Galloway,0,0,1,0,0,0,1,female,1983
Atticus Finch,0,0,0,0,0,0,1,male,1068
Atticus Finch,1,0,0,0,0,0,0,male,229
Patty Hewes,1,0,0,1,0,0,1,female,511
Daniel Kafee,0,0,0,0,0,0,0,female,1049
Rachel Zane,0,0,0,0,0,1,1,female,1688
Daniel Kafee,1,0,0,0,0,0,1,male,641
Perry Mason,1,0,0,0,0,0,1,male,649
,0,0,0,0,0,1,1,male,943
Atticus Finch,0,0,0,1,0,0,1,male,850
Patty Hewes,0,1,0,0,0,0,0,female,60
,0,0,0,0,1,0,1,female,1184
Rachel Zane,0,0,0,0,0,1,1,male,573
Perry Mason,0,0,0,0,1,0,1,female,910
JoAnee Galloway,0,0,0,0,0,1,0,male,1264
Perry Mason,0,0,0,1,0,0,0,male,1484
Rusty Sabich,1,0,1,0,0,0,1,male,336
Atticus Finch,0,0,0,0,0,0,0,male,1013
Atticus Finch,1,0,0,0,1,0,0,female,565
Daniel Kafee,1,0,1,0,0,0,0,female,401
Perry Mason,0,0,0,0,0,0,1,male,1075
Ally McBeal,1,0,1,0,0,0,1,male,164
Atticus Finch,0,0,0,0,0,1,1,female,359
Rusty Sabich,0,0,0,0,0,0,1,male,1389
Rusty Sabich,0,0,1,0,0,0,1,male,83
Rusty Sabich,0,0,0,0,0,1,0,male,1787
Rachel Zane,0,0,0,0,0,1,0,female,1835
Patty Hewes,0,0,0,0,0,0,1,female,1625
Atticus Finch,1,0,0,0,0,1,1,male,393
Atticus Finch,0,0,1,0,0,0,1,male,36
JoAnee Galloway,0,1,0,0,0,0,0,,1026
Ally McBeal,1,0,0,0,0,0,0,male,128
Patty Hewes,0,0,0,0,0,0,1,male,617
Perry Mason,1,0,1,0,0,0,0,male,94
Atticus Finch,0,1,0,0,0,0,0,male,1120
JoAnee Galloway,0,0,0,0,0,0,0,male,1094
JoAnee Galloway,1,0,1,0,0,0,1,male,392
Rachel Zane,1,0,0,0,0,0,1,male,354
Atticus Finch,1,0,0,0,0,0,0,female,35
Daniel Kafee,0,0,0,0,0,0,0,female,1215
Atticus Finch,0,0,0,0,1,0,0,male,1215
Perry Mason,0,0,0,1,0,0,0,female,1607
Ally McBeal,1,1,0,0,0,0,0,male,390
JoAnee Galloway,0,0,0,0,0,0,0,male,1013
JoAnee Galloway,1,0,1,0,0,0,1,male,146
,0,0,0,1,0,0,1,female,124
Rachel Zane,0,1,0,0,0,0,1,female,779
Patty Hewes,0,1,0,0,0,0,1,male,449
Ally McBeal,0,0,0,0,0,1,0,female,1299
JoAnee Galloway,1,1,0,0,0,0,1,female,159
JoAnee Galloway,1,0,0,0,0,0,0,female,238
,0,0,0,0,0,0,0,male,2239
Ally McBeal,0,1,0,0,0,0,0,male,1247
Patty Hewes,0,0,0,0,0,0,1,female,1140
Daniel Kafee,0,0,0,0,0,0,1,,1630
Atticus Finch,0,0,0,0,0,1,0,male,462
JoAnee Galloway,0,1,0,0,0,0,0,female,1164
Daniel Kafee,0,1,0,0,0,0,0,female,1756
JoAnee Galloway,0,0,0,1,0,0,0,female,122
Rusty Sabich,0,0,0,0,0,1,0,male,752
Daniel Kafee,0,0,0,0,0,0,0,male,1228
,0,0,0,0,0,0,0,male,31
Rusty Sabich,0,0,0,1,0,0,0,female,1801
Atticus Finch,1,0,0,0,1,0,1,female,38
Daniel Kafee,0,1,0,0,0,0,1,female,899
Perry Mason,1,1,0,0,0,0,1,male,182
JoAnee Galloway,0,0,0,1,0,0,0,male,995
Ally McBeal,0,1,0,0,0,0,1,male,1139
Atticus Finch,1,0,0,0,1,0,0,female,154
Atticus Finch,0,0,0,0,0,0,1,male,1486
Rachel Zane,0,0,0,0,1,0,1,male,831
Daniel Kafee,1,0,0,0,0,0,1,female,312
Atticus Finch,1,0,0,1,0,0,1,female,459
,1,0,0,0,0,1,1,female,610
JoAnee Galloway,0,0,0,0,1,0,1,female,1421
Patty Hewes,0,0,1,0,0,0,0,female,716
Daniel Kafee,0,0,1,0,0,0,1,male,912
Perry Mason,0,0,0,0,0,0,1,male,1157
,0,0,0,1,0,0,0,male,208
JoAnee Galloway,0,0,0,1,0,0,1,female,32
Patty Hewes,1,0,0,1,0,0,1,male,569
Perry Mason,1,0,0,0,0,1,1,female,16
Daniel Kafee,1,0,0,0,0,0,1,male,412
Atticus Finch,0,1,0,0,0,0,1,female,1145
Rusty Sabich,0,0,1,0,0,0,1,male,2156
Perry Mason,0,0,1,0,0,0,0,male,1623
Atticus Finch,0,0,0,1,0,0,1,female,139
Rusty Sabich,0,1,0,0,0,0,0,male,759
JoAnee Galloway,0,0,1,0,0,0,0,female,816
Rusty Sabich,1,0,0,0,0,0,1,female,306
Rusty Sabich,1,0,0,0,0,0,0,female,466
Perry Mason,1,0,0,0,0,1,1,female,201
Daniel Kafee,1,1,0,0,0,0,1,male,611
Ally McBeal,0,0,0,0,0,1,0,female,1108
Rachel Zane,1,1,0,0,0,0,0,male,311
Rusty Sabich,1,0,0,0,0,0,0,female,454
Ally McBeal,1,0,0,1,0,0,0,male,207
Perry Mason,0,0,0,0,0,1,1,male,2631
JoAnee Galloway,1,0,0,0,1,0,1,male,514
Atticus Finch,0,0,0,0,1,0,0,female,1452
Rusty Sabich,1,0,0,0,0,0,1,female,391
Patty Hewes,1,1,0,0,0,0,1,male,448
Perry Mason,0,0,0,1,0,0,0,female,732
JoAnee Galloway,1,0,0,1,0,0,1,male,182
Rusty Sabich,1,0,0,0,1,0,1,male,381
Ally McBeal,1,0,0,0,0,0,1,female,101
Rachel Zane,1,0,0,0,1,0,0,female,535
Patty Hewes,0,1,0,0,0,0,1,male,719
Rusty Sabich,1,0,0,0,0,0,1,male,214
Rachel Zane,0,0,0,1,0,0,0,male,1315
JoAnee Galloway,0,0,0,0,0,1,0,male,345
Daniel Kafee,0,0,0,0,1,0,1,male,1549
Rachel Zane,0,1,0,0,0,0,1,female,706
Ally McBeal,0,0,0,0,0,0,1,female,992
Rusty Sabich,1,0,1,0,0,0,1,male,314
,1,0,0,0,1,0,1,male,106
Daniel Kafee,1,0,0,0,1,0,0,female,481
,0,0,0,1,0,0,0,male,2064
Patty Hewes,0,1,0,0,0,0,0,male,1272
Ally McBeal,1,0,0,0,0,0,1,male,422
Patty Hewes,0,0,0,0,0,0,1,male,457
Perry Mason,0,0,0,0,0,0,0,male,881
Ally McBeal,0,0,0,0,0,1,0,female,365
Daniel Kafee,0,0,0,1,0,0,0,male,1539
Rusty Sabich,1,0,0,1,0,0,1,female,250
,0,0,1,0,0,0,0,male,57
,0,0,1,0,0,0,1,female,1463
Ally McBeal,1,0,1,0,0,0,0,male,118
Rusty Sabich,0,0,1,0,0,0,1,male,921
,0,0,0,0,1,0,0,female,714
Perry Mason,0,0,0,0,0,0,1,male,339
Atticus Finch,0,0,1,0,0,0,0,male,1065
Rachel Zane,0,1,0,0,0,0,0,female,633
Perry Mason,0,0,1,0,0,0,0,male,142
Rusty Sabich,0,0,0,0,0,1,1,male,955
Daniel Kafee,0,1,0,0,0,0,0,male,442
Rusty Sabich,1,0,0,0,0,0,1,female,531
Perry Mason,0,0,0,0,0,0,0,female,1650
Daniel Kafee,1,0,1,0,0,0,1,male,331
Patty Hewes,0,1,0,0,0,0,1,female,308
Rachel Zane,0,0,0,1,0,0,1,male,241
Daniel Kafee,1,0,0,1,0,0,1,female,12
Atticus Finch,0,0,0,0,0,0,1,female,870
,0,0,0,0,0,0,1,male,87
Daniel Kafee,1,0,0,0,0,1,1,female,52
Patty Hewes,0,0,0,0,0,0,0,female,778
Perry Mason,1,0,0,0,0,0,1,female,521
JoAnee Galloway,0,0,0,0,0,0,0,male,980
JoAnee Galloway,1,0,0,0,1,0,0,,150
Atticus Finch,1,0,0,1,0,0,1,male,628
Ally McBeal,0,0,0,0,0,0,0,female,702
JoAnee Galloway,0,1,0,0,0,0,0,female,1230
Ally McBeal,0,0,0,0,0,0,0,female,510
Atticus Finch,1,0,0,1,0,0,1,female,376
Atticus Finch,0,0,0,1,0,0,1,female,947
,1,0,0,0,1,0,1,female,340
,1,0,0,0,0,1,1,female,421
Perry Mason,0,0,0,0,1,0,1,female,2266
Perry Mason,0,0,1,0,0,0,0,female,1086
,1,0,0,0,1,0,1,male,241
Rachel Zane,0,0,1,0,0,0,1,female,928
Rachel Zane,0,0,1,0,0,0,0,female,3
Rachel Zane,0,0,0,0,0,0,1,female,950
Daniel Kafee,0,0,0,0,0,0,1,male,1224
JoAnee Galloway,1,0,0,0,0,0,1,female,408
,1,0,0,1,0,0,0,male,197
Patty Hewes,1,0,0,0,1,0,0,male,8
Rachel Zane,1,0,0,1,0,0,1,female,574
Atticus Finch,0,0,0,0,0,1,1,male,1131
Perry Mason,0,0,0,0,0,0,1,female,1389
JoAnee Galloway,0,0,0,0,1,0,1,male,1632
Perry Mason,0,0,0,0,0,0,0,male,769
,0,0,0,0,1,0,0,female,40
,0,0,0,0,0,0,1,female,786
Atticus Finch,0,0,0,1,0,0,0,male,737
JoAnee Galloway,1,0,0,0,0,1,0,female,134
Rachel Zane,0,0,0,0,1,0,0,female,908
,1,0,0,0,1,0,1,male,52
JoAnee Galloway,0,0,0,0,0,1,1,female,992
Rachel Zane,0,1,0,0,0,0,1,male,13
Atticus Finch,0,0,0,0,0,0,1,female,1368
Rusty Sabich,1,0,0,0,1,0,0,male,183
Rusty Sabich,1,0,0,0,0,0,0,male,175
Ally McBeal,0,0,0,1,0,0,1,male,426
,1,0,0,0,0,0,0,female,93
Rachel Zane,1,0,0,1,0,0,1,,49
Daniel Kafee,0,0,0,0,0,0,1,male,588
Patty Hewes,0,1,0,0,0,0,1,female,260
Rachel Zane,1,0,0,0,1,0,1,male,686
Atticus Finch,0,0,0,1,0,0,1,male,881
Rachel Zane,0,0,0,0,1,0,0,male,1000
Rusty Sabich,1,0,1,0,0,0,1,female,500
Atticus Finch,0,0,0,0,1,0,0,female,335
Patty Hewes,0,0,0,0,1,0,1,male,1220
Rachel Zane,1,0,0,1,0,0,0,male,224
Ally McBeal,1,0,0,1,0,0,0,,655
Ally McBeal,0,0,0,0,0,1,0,female,421
Ally McBeal,0,0,0,0,0,0,1,female,230
Daniel Kafee,0,0,0,0,1,0,1,male,1142
Daniel Kafee,0,0,0,0,0,0,1,female,1648
Daniel Kafee,0,0,1,0,0,0,1,female,331
Perry Mason,0,0,1,0,0,0,1,male,1027
Rusty Sabich,0,0,0,1,0,0,1,female,788
Atticus Finch,0,0,0,0,0,0,0,female,1097
Atticus Finch,1,0,0,0,0,0,1,female,474
Daniel Kafee,0,0,0,0,0,0,0,male,768
Patty Hewes,1,0,0,0,1,0,1,male,179
,1,0,0,0,1,0,1,male,427
Patty Hewes,0,0,0,1,0,0,1,female,46
Rusty Sabich,1,0,0,1,0,0,1,male,309
Atticus Finch,1,0,0,0,1,0,1,male,126
Rachel Zane,1,0,1,0,0,0,0,female,195
Atticus Finch,1,0,0,0,0,1,0,female,671
JoAnee Galloway,1,0,0,0,0,1,0,male,138
Rusty Sabich,1,0,0,0,1,0,1,female,296
Ally McBeal,0,0,0,1,0,0,0,female,766
Patty Hewes,1,0,0,0,0,1,1,female,383
Perry Mason,0,0,0,0,0,0,1,female,736
Daniel Kafee,0,0,0,0,0,0,1,male,952
JoAnee Galloway,0,0,1,0,0,0,1,male,873
Patty Hewes,0,0,0,0,0,1,1,female,1415
Perry Mason,1,0,0,0,1,0,1,female,459
Rusty Sabich,1,1,0,0,0,0,1,male,105
JoAnee Galloway,1,0,0,0,1,0,1,female,190
Atticus Finch,0,0,0,0,0,0,1,male,1998
Ally McBeal,1,0,0,0,0,0,1,female,415
Atticus Finch,0,0,1,0,0,0,0,female,995
JoAnee Galloway,0,0,0,0,0,0,1,male,2433
Atticus Finch,1,0,0,0,1,0,0,female,131
Atticus Finch,1,0,0,1,0,0,0,female,390
,1,0,0,0,0,0,1,female,366
Perry Mason,1,0,0,0,1,0,1,female,67
Rachel Zane,0,0,0,1,0,0,1,female,1033
Daniel Kafee,0,0,0,0,0,0,0,male,1122
Atticus Finch,0,1,0,0,0,0,0,male,970
Rusty Sabich,1,0,0,0,0,0,1,male,288
Rusty Sabich,0,0,0,0,0,1,0,male,1132
Patty Hewes,0,0,0,1,0,0,0,female,1119
Rusty Sabich,0,0,0,0,0,1,0,female,807
Rusty Sabich,0,0,0,1,0,0,0,male,998
Rachel Zane,0,0,0,0,0,0,0,male,1503
Rachel Zane,0,0,0,0,0,0,1,male,1589
Patty Hewes,0,0,0,0,0,0,1,female,1593
Ally McBeal,0,0,0,0,0,0,0,male,1174
Atticus Finch,0,0,0,0,0,0,0,female,1399
Rachel Zane,0,0,0,0,0,0,1,male,2709
Daniel Kafee,0,0,0,0,0,0,0,female,865
Perry Mason,0,1,0,0,0,0,1,female,543
Patty Hewes,1,1,0,0,0,0,1,male,534
Rusty Sabich,1,1,0,0,0,0,0,female,252
Perry Mason,0,0,0,0,0,0,0,female,187
Rusty Sabich,0,0,0,0,0,0,0,male,786
Rachel Zane,0,0,1,0,0,0,1,male,375
Daniel Kafee,0,0,1,0,0,0,0,female,1123
Perry Mason,0,0,1,0,0,0,0,male,1272
Ally McBeal,0,0,0,0,0,0,0,female,1151
Patty Hewes,1,0,1,0,0,0,1,female,317
Rachel Zane,0,0,0,0,0,0,0,female,1230
Daniel Kafee,1,0,0,0,0,1,1,female,434
Rachel Zane,0,0,0,1,0,0,0,male,210
Daniel Kafee,1,0,0,0,0,0,1,female,427
Perry Mason,0,0,0,0,0,0,0,male,1700
Ally McBeal,0,0,0,0,0,0,1,female,2028
Daniel Kafee,0,1,0,0,0,0,1,female,805
Rusty Sabich,0,1,0,0,0,0,1,female,1101
Patty Hewes,0,0,0,0,0,0,0,female,149
Rusty Sabich,0,0,0,0,1,0,0,male,1005
Daniel Kafee,0,0,0,0,0,0,0,female,803
Perry Mason,0,0,0,0,0,0,1,male,540
,0,0,1,0,0,0,0,male,1026
JoAnee Galloway,0,0,0,0,0,0,1,male,1521
Ally McBeal,1,0,0,0,0,1,1,female,80
Atticus Finch,0,0,0,0,0,0,0,male,915
Perry Mason,0,0,0,0,0,1,0,male,404
Daniel Kafee,0,0,1,0,0,0,1,male,782
Rachel Zane,0,1,0,0,0,0,0,female,221
Daniel Kafee,0,0,0,1,0,0,0,male,108
Daniel Kafee,1,0,1,0,0,0,1,male,521
Daniel Kafee,0,0,0,0,0,1,1,female,1236
Rachel Zane,0,0,0,1,0,0,1,male,2076
Atticus Finch,0,1,0,0,0,0,0,female,367
Ally McBeal,0,0,0,1,0,0,1,female,1491
Ally McBeal,1,0,1,0,0,0,0,female,517
Rusty Sabich,0,0,1,0,0,0,0,,640
Rusty Sabich,0,0,0,0,1,0,0,female,956
Daniel Kafee,0,0,0,0,1,0,1,female,1119
JoAnee Galloway,0,0,1,0,0,0,1,female,811
Atticus Finch,1,0,0,0,1,0,0,female,640
Rusty Sabich,1,0,0,1,0,0,1,male,72
JoAnee Galloway,1,0,0,0,0,0,1,female,266
Perry Mason,1,0,0,0,0,0,1,female,439
Patty Hewes,0,0,0,0,1,0,0,female,192
JoAnee Galloway,0,1,0,0,0,0,1,male,1844
Perry Mason,1,0,0,0,0,0,0,female,382
Daniel Kafee,1,0,0,1,0,0,1,female,66
Rachel Zane,1,0,0,0,0,0,1,male,431
Atticus Finch,1,0,0,0,1,0,1,female,527
Ally McBeal,0,0,0,0,1,0,1,male,1212
Daniel Kafee,1,0,0,0,0,0,1,female,548
Atticus Finch,1,0,0,0,0,1,1,male,409
Rachel Zane,1,0,0,0,0,0,0,female,80
Rachel Zane,0,0,0,1,0,0,0,female,555
,0,0,0,1,0,0,1,female,1062
JoAnee Galloway,1,0,0,1,0,0,0,female,219
Rachel Zane,0,0,0,0,0,1,1,female,998
Atticus Finch,0,0,0,0,0,1,0,male,466
JoAnee Galloway,0,0,1,0,0,0,1,male,1006
Patty Hewes,1,1,0,0,0,0,1,female,425
Perry Mason,0,0,0,0,0,1,0,male,586
Perry Mason,1,0,0,0,0,1,1,female,51
Ally McBeal,0,0,0,0,0,0,0,male,816
Rachel Zane,0,0,1,0,0,0,0,male,153
Ally McBeal,0,0,0,1,0,0,1,female,47
Daniel Kafee,1,0,0,0,0,1,1,female,83
,0,0,0,1,0,0,1,male,1116
JoAnee Galloway,0,1,0,0,0,0,0,male,549
JoAnee Galloway,0,0,1,0,0,0,1,female,274
Atticus Finch,1,0,1,0,0,0,1,female,639
Ally McBeal,1,0,1,0,0,0,0,male,563
Ally McBeal,0,0,0,1,0,0,1,female,785
Rachel Zane,1,0,1,0,0,0,1,female,179
Patty Hewes,0,0,0,0,0,0,1,male,36
JoAnee Galloway,1,0,0,0,0,1,1,female,358
Rusty Sabich,0,0,0,0,0,0,1,male,1063
Patty Hewes,0,0,0,0,0,0,1,male,795
JoAnee Galloway,0,1,0,0,0,0,0,,549
Perry Mason,0,0,0,1,0,0,1,female,598
Atticus Finch,0,0,1,0,0,0,1,female,813
Patty Hewes,0,0,1,0,0,0,0,male,1374
Rusty Sabich,1,0,0,0,0,0,0,male,136
JoAnee Galloway,0,0,0,0,0,1,0,female,251
Rachel Zane,0,0,1,0,0,0,0,female,777
Atticus Finch,1,1,0,0,0,0,1,male,474
Patty Hewes,0,0,0,1,0,0,1,male,1027
JoAnee Galloway,0,0,0,0,0,0,1,male,44
Daniel Kafee,0,0,0,1,0,0,1,male,192
Ally McBeal,0,0,0,0,0,1,1,female,307
Patty Hewes,0,0,0,0,0,1,1,male,491
Daniel Kafee,1,0,0,0,0,0,0,male,80
Atticus Finch,0,0,0,0,0,1,1,male,876
Atticus Finch,0,0,0,0,0,0,1,male,470
Patty Hewes,1,0,0,1,0,0,0,male,169
Daniel Kafee,1,0,0,1,0,0,1,male,340
JoAnee Galloway,1,0,1,0,0,0,1,female,37
Daniel Kafee,1,0,0,1,0,0,0,female,267
Daniel Kafee,0,0,0,0,1,0,1,female,941
,0,1,0,0,0,0,0,male,956
,0,0,0,0,0,0,1,female,1623
Perry Mason,0,0,0,0,0,0,1,male,1465
Ally McBeal,0,0,0,1,0,0,0,male,1016
Rachel Zane,0,0,0,1,0,0,0,male,223
Rachel Zane,0,0,1,0,0,0,1,female,643
Rusty Sabich,0,0,0,1,0,0,0,male,450
Daniel Kafee,0,0,0,0,0,0,0,female,1875
,0,0,1,0,0,0,1,female,1827
Perry Mason,1,0,0,0,0,0,1,male,278
Daniel Kafee,0,0,0,0,0,0,0,female,135
,0,0,0,0,1,0,1,female,1498
,1,0,0,0,0,1,0,male,536
Perry Mason,0,1,0,0,0,0,1,female,823
Daniel Kafee,1,0,1,0,0,0,1,male,198
Atticus Finch,0,0,0,0,0,1,1,male,991
Rusty Sabich,1,1,0,0,0,0,1,female,141
Atticus Finch,1,0,0,0,1,0,1,male,274
Rusty Sabich,1,0,0,0,1,0,1,female,35
Ally McBeal,0,0,0,0,0,1,1,,710
JoAnee Galloway,1,1,0,0,0,0,1,female,18
Patty Hewes,0,0,0,1,0,0,1,female,1234
JoAnee Galloway,1,1,0,0,0,0,0,female,157
JoAnee Galloway,1,1,0,0,0,0,0,male,190
Perry Mason,0,1,0,0,0,0,1,female,1266
Atticus Finch,0,0,0,0,1,0,1,female,766
JoAnee Galloway,1,0,0,0,0,1,1,female,51
JoAnee Galloway,0,0,0,0,0,0,1,male,1189
JoAnee Galloway,1,0,0,0,1,0,1,male,524
Daniel Kafee,1,0,0,0,0,0,1,female,307
Perry Mason,0,0,0,0,0,1,0,male,68
,0,1,0,0,0,0,0,male,41
Patty Hewes,0,1,0,0,0,0,1,female,622
Perry Mason,0,0,0,0,0,1,1,male,1009
Rachel Zane,0,0,1,0,0,0,1,female,1044
Perry Mason,1,0,0,0,0,0,1,female,384
Atticus Finch,0,0,0,0,0,0,0,female,866
Patty Hewes,0,0,0,0,0,1,1,male,809
Atticus Finch,0,0,0,0,1,0,1,female,718
Rachel Zane,0,0,0,0,0,0,1,male,1706
JoAnee Galloway,0,0,0,0,0,0,1,female,1148
Daniel Kafee,0,1,0,0,0,0,1,female,813
Ally McBeal,0,0,0,0,0,0,0,male,314
Daniel Kafee,1,0,0,0,1,0,0,male,31
Daniel Kafee,0,0,1,0,0,0,0,male,2093
Rachel Zane,0,0,0,0,0,0,1,female,5
Atticus Finch,0,1,0,0,0,0,0,female,608
Atticus Finch,0,0,0,0,0,0,0,male,179
JoAnee Galloway,0,0,0,0,1,0,0,female,867
Rusty Sabich,1,1,0,0,0,0,1,male,70
Ally McBeal,1,0,0,0,0,1,1,male,216
Daniel Kafee,1,0,0,0,1,0,1,female,256
Ally McBeal,0,0,0,0,0,0,0,female,997
Atticus Finch,0,0,0,0,0,1,0,female,1332
Daniel Kafee,0,0,1,0,0,0,0,male,44
,0,0,0,1,0,0,0,female,864
Ally McBeal,0,1,0,0,0,0,1,female,1519
JoAnee Galloway,0,1,0,0,0,0,0,male,1014
Ally McBeal,1,0,0,1,0,0,1,male,529
Daniel Kafee,1,0,0,0,1,0,0,male,685
JoAnee Galloway,1,0,1,0,0,0,1,female,58
Patty Hewes,0,0,0,0,1,0,1,female,873
Patty Hewes,0,0,0,1,0,0,0,female,491
Rusty Sabich,1,0,0,0,0,0,1,female,238
Patty Hewes,1,0,0,0,0,1,0,female,588
Perry Mason,0,0,0,0,0,0,0,male,1108
JoAnee Galloway,0,0,0,0,0,0,1,female,259
Perry Mason,1,0,0,0,0,0,1,male,516
Ally McBeal,0,0,0,0,0,1,0,female,1933
Ally McBeal,1,0,0,1,0,0,1,male,364
JoAnee Galloway,1,1,0,0,0,0,1,female,13
Daniel Kafee,0,0,0,0,0,0,0,male,1779
Daniel Kafee,0,0,0,0,0,0,0,male,452
Atticus Finch,1,0,1,0,0,0,1,male,617
Rusty Sabich,0,0,1,0,0,0,1,female,289
